"E1","E2","E3","E4","E5","E6","E7","E8","fault_type"
1.9798,1.2411,0.82774,0.10592,0.0092376,0.0256,0.0042888,0.00098905,"Normal"
2.2891,1.0971,0.95425,0.11491,0.008178,0.027763,0.0027765,0.00038916,"Normal"
2.0859,1.0311,0.89479,0.10858,0.0070795,0.025817,0.0034515,0.00017656,"Normal"
2.3179,1.4546,0.85391,0.10906,0.010448,0.025689,0.0057107,0.0016033,"Normal"
2.5332,1.253,0.91107,0.11381,0.008943,0.026752,0.0031199,0.0010164,"Normal"
2.6026,1.7139,0.83676,0.10313,0.0084282,0.024411,0.0041838,0.00029642,"Normal"
2.6309,1.1724,0.98791,0.12004,0.0079821,0.028514,0.0022728,0.00015114,"Normal"
1.9681,1.0275,0.86599,0.10532,0.0074498,0.025167,0.0031315,0.00048781,"Normal"
3.0943,0.94638,0.92343,0.11337,0.0085007,0.026933,0.0052196,0.00027471,"Normal"
2.3845,1.064,0.8585,0.1019,0.0067246,0.024464,0.0025563,0.00011106,"Normal"
2.1185,1.3331,0.87255,0.1025,0.0071383,0.024963,0.0037971,0.00019114,"Normal"
2.1969,1.2366,0.94049,0.11183,0.0079477,0.027194,0.004292,0.00021413,"Normal"
1.8974,1.0216,0.91444,0.10905,0.0071497,0.026319,0.0032543,0.00019937,"Normal"
2.1864,1.0659,0.90968,0.10983,0.0079743,0.026529,0.0033801,0.00019919,"Normal"
2.2533,1.2153,0.89783,0.10681,0.007456,0.025573,0.0038995,0.00015433,"Normal"
1.654,1.1697,0.92227,0.11713,0.009154,0.027568,0.0045103,0.00095938,"Normal"
2.9829,1.12,0.88273,0.10575,0.0083527,0.025769,0.0037149,0.0002581,"Normal"
2.0166,1.2657,0.88511,0.10617,0.0072395,0.025772,0.0035622,0.00033604,"Normal"
2.2104,1.3159,0.88037,0.11337,0.011899,0.028118,0.0062013,0.0016779,"Normal"
2.4356,1.5825,0.85515,0.1092,0.010287,0.02625,0.00383,0.0013972,"Normal"
1.7732,1.099,0.9332,0.10812,0.0082095,0.027131,0.0046041,0.00069687,"Normal"
1.7468,0.90453,0.89001,0.11754,0.011653,0.0285,0.0060721,0.001823,"Normal"
1.737,1.1274,0.965,0.12871,0.012262,0.030876,0.0047813,0.0017447,"Normal"
1.9009,1.0476,0.81804,0.10077,0.0078676,0.023736,0.0038293,0.00027886,"Normal"
2.8235,1.5403,0.95653,0.12229,0.0096425,0.028149,0.0040271,0.00079128,"Normal"
1.7763,0.96969,0.91306,0.11751,0.0088796,0.027827,0.0032374,0.0011711,"Normal"
1.9643,1.3863,0.8791,0.10378,0.0075097,0.025019,0.0042122,0.00025965,"Normal"
2.7677,1.1127,0.91168,0.10707,0.0071822,0.025829,0.0027234,0.0002804,"Normal"
1.9473,1.118,0.86484,0.10162,0.0067457,0.024832,0.0037621,0.00017459,"Normal"
1.9707,1.2507,0.96973,0.11384,0.0077663,0.027323,0.0036126,0.00018668,"Normal"
2.3038,1.0221,0.84622,0.10168,0.0073716,0.024398,0.0036935,0.00026513,"Normal"
1.9011,1.5753,0.91313,0.11016,0.0082386,0.026316,0.0035949,0.00036666,"Normal"
2.4359,1.1062,0.90998,0.10784,0.0073821,0.025913,0.0024399,0.00020322,"Normal"
1.8238,1.247,0.89595,0.11162,0.0082974,0.026224,0.0028895,0.00062944,"Normal"
2.1232,1.1396,0.94378,0.11568,0.0088313,0.027939,0.0042626,0.00048787,"Normal"
1.9693,0.93919,0.84342,0.10365,0.0074033,0.025014,0.0041123,0.00044533,"Normal"
2.2329,1.3747,0.93018,0.11567,0.0096072,0.027807,0.0041131,0.00085752,"Normal"
2.3,1.2606,0.89336,0.11028,0.0085454,0.026304,0.0038947,0.00051365,"Normal"
2.2134,1.3984,0.9326,0.11172,0.0072303,0.026877,0.0040149,0.00050312,"Normal"
2.0009,1.7683,0.8945,0.11661,0.012766,0.028054,0.005523,0.0022407,"Normal"
2.3115,1.3086,0.86861,0.11245,0.010804,0.026637,0.0048731,0.0015778,"Normal"
2.1315,1.2135,0.87664,0.11192,0.0091313,0.026048,0.0060784,0.00045841,"Normal"
2.8187,1.4104,0.85197,0.10696,0.0090609,0.025166,0.0042151,0.00062716,"Normal"
1.7606,1.1616,0.87744,0.11386,0.010104,0.027013,0.0044403,0.0014114,"Normal"
2.0923,1.9478,0.89657,0.11011,0.0094601,0.025849,0.0039244,0.00070106,"Normal"
2.7677,1.4204,0.90758,0.11138,0.0071242,0.026182,0.0026837,0.00014679,"Normal"
1.7261,1.2135,0.88707,0.11099,0.0080377,0.025898,0.0048004,0.00063111,"Normal"
1.7853,1.3542,0.89286,0.11015,0.0082896,0.025684,0.0047299,0.00036724,"Normal"
1.9869,0.81632,0.86191,0.10283,0.0070391,0.024661,0.0028159,0.0002026,"Normal"
1.9274,1.1981,0.83864,0.10747,0.01006,0.026171,0.0059691,0.0011069,"Normal"
2.7193,1.2365,0.91978,0.12002,0.011854,0.029062,0.005336,0.001953,"Normal"
2.0753,1.325,0.84631,0.10288,0.0082255,0.024685,0.0025942,0.000454,"Normal"
2.7544,1.7124,0.92918,0.11011,0.0078326,0.026648,0.0030279,0.00017549,"Normal"
2.6557,1.0801,0.89428,0.10593,0.0072079,0.025525,0.0030909,0.00014605,"Normal"
1.7239,1.4173,0.91083,0.10806,0.0072567,0.026107,0.0044129,0.00025471,"Normal"
2.1647,1.1137,0.92035,0.10992,0.0081331,0.026482,0.0051633,0.00022177,"Normal"
1.8447,1.2657,0.89,0.10447,0.0072239,0.025792,0.002482,0.00031898,"Normal"
1.7434,1.0508,0.96253,0.11213,0.0080896,0.027656,0.0048679,0.00051291,"Normal"
2.5566,1.3824,0.88859,0.10269,0.0070093,0.024994,0.0026904,0.00014597,"Normal"
1.8983,1.2366,0.94245,0.11427,0.0087236,0.027284,0.003906,0.00022902,"Normal"
2.8317,1.1817,0.93461,0.11308,0.0083292,0.027282,0.0040776,0.00041537,"Normal"
1.8842,1.1974,0.89728,0.11209,0.008165,0.026436,0.003177,0.00036364,"Normal"
2.0772,0.96823,0.89512,0.11094,0.0083212,0.026215,0.0040869,0.00039492,"Normal"
2.8346,1.2259,0.89762,0.11222,0.0078225,0.026215,0.0027547,0.00019682,"Normal"
3.7053,9.0831,5.7075,28.806,34.405,5.7051,0.55714,0.0616,"0.007 inch"
4.0563,10.223,5.7458,25.818,31.298,5.0252,0.49097,0.062302,"0.007 inch"
3.883,9.2248,5.6903,29.12,31.08,5.1079,0.54033,0.06781,"0.007 inch"
3.771,9.5224,5.6592,24.988,29.896,5.0644,0.49689,0.076182,"0.007 inch"
4.1226,9.0244,5.5407,28.715,31.997,4.9588,0.48436,0.064149,"0.007 inch"
4.145,10.49,5.8445,27.505,33.945,5.2438,0.49171,0.063248,"0.007 inch"
4.3306,10.074,6.1155,29.423,32.226,5.379,0.59451,0.076589,"0.007 inch"
3.8687,9.1797,5.6953,26.129,33.965,5.5617,0.57259,0.11081,"0.007 inch"
3.9492,9.4977,5.8427,29.813,35.103,5.2595,0.55107,0.069745,"0.007 inch"
4.2366,9.1376,5.4838,27.388,32.709,5.2956,0.54907,0.063514,"0.007 inch"
3.6568,9.5681,5.9056,26.549,32.375,5.2694,0.48553,0.059567,"0.007 inch"
4.2159,8.7757,5.477,28.416,33.05,4.5255,0.5118,0.073745,"0.007 inch"
3.3579,10.127,5.8672,27.144,31.839,4.6857,0.56703,0.091647,"0.007 inch"
4.0603,9.407,5.652,27.745,34.352,4.4422,0.45906,0.084599,"0.007 inch"
3.7512,9.773,5.7096,29.693,34.262,5.0716,0.56529,0.057929,"0.007 inch"
4.3627,9.4699,5.7763,27.433,31.345,4.562,0.4691,0.069067,"0.007 inch"
3.8365,9.7011,6.1116,28.233,33.305,5.1468,0.50961,0.056428,"0.007 inch"
4.391,9.6103,5.7955,27.664,32.551,4.73,0.47467,0.061077,"0.007 inch"
3.9714,9.2343,5.4719,29.636,35.459,4.615,0.58441,0.073405,"0.007 inch"
3.9462,9.3561,5.7834,28.446,34.815,4.8091,0.5397,0.066424,"0.007 inch"
4.2579,9.4237,5.7562,29.383,32.217,4.3812,0.52438,0.068318,"0.007 inch"
3.849,9.8235,5.6484,26.239,32.729,4.5953,0.46649,0.06834,"0.007 inch"
4.1725,9.7513,6.0927,27.307,35.066,4.6945,0.45564,0.052238,"0.007 inch"
4.0284,9.5797,5.6992,27.265,34.623,4.7523,0.49911,0.066957,"0.007 inch"
4.0099,10.187,5.9945,29.314,34.497,4.6214,0.42977,0.048531,"0.007 inch"
4.0215,10.03,5.9386,30.487,35.366,4.9547,0.50628,0.068393,"0.007 inch"
3.8655,9.6803,5.9668,29.475,35.008,4.6965,0.4619,0.057427,"0.007 inch"
3.9386,9.3858,5.9642,27.264,33.32,4.6785,0.50733,0.065731,"0.007 inch"
4.0198,10.054,5.8149,30.079,39.328,5.269,0.56383,0.066204,"0.007 inch"
4.1167,9.4418,5.6693,28.17,33.363,4.5825,0.51939,0.065167,"0.007 inch"
3.8819,9.3023,5.6995,30.403,38.767,5.1157,0.49896,0.075203,"0.007 inch"
3.9323,9.4448,5.6507,28.534,31.649,4.3455,0.51583,0.10192,"0.007 inch"
3.9262,10.088,6.0653,28.691,38.186,5.1929,0.56614,0.057668,"0.007 inch"
4.0377,9.3729,5.5992,27.033,32.623,5.6575,0.51083,0.086019,"0.007 inch"
4.0058,10.207,6.1056,29.072,32.034,5.6157,0.5517,0.05835,"0.007 inch"
3.9887,10.469,6.028,28.202,32.334,5.403,0.50451,0.079289,"0.007 inch"
3.8112,9.4391,5.7925,27.744,34.327,5.9227,0.6039,0.13154,"0.007 inch"
3.8652,9.3288,5.705,27.791,33.087,5.2606,0.67397,0.11447,"0.007 inch"
3.7143,9.3779,5.5662,28.178,32.725,5.4825,0.57527,0.058064,"0.007 inch"
3.889,10.064,5.6598,27.714,34.086,5.1548,0.52334,0.07628,"0.007 inch"
3.8771,9.5634,5.5064,28.862,33.322,5.4747,0.52321,0.062726,"0.007 inch"
3.8777,10.298,5.8034,29.081,35.815,5.3237,0.5165,0.076679,"0.007 inch"
3.7728,8.9292,5.5167,26.83,30.089,4.5976,0.52562,0.10386,"0.007 inch"
3.7137,9.8123,5.4247,29.037,35.36,4.8709,0.59048,0.19719,"0.007 inch"
3.8256,9.847,5.7694,30.618,32.886,4.6856,0.52556,0.05742,"0.007 inch"
3.6657,10.116,5.7846,29.903,34.021,4.6095,0.49844,0.075565,"0.007 inch"
4.1191,9.3937,5.3905,26.528,34.175,5.1228,0.50966,0.068448,"0.007 inch"
3.952,9.6112,5.8566,30.164,36.102,4.734,0.48443,0.092323,"0.007 inch"
3.8431,9.3556,5.2936,26.496,34.152,5.2666,0.52536,0.06234,"0.007 inch"
4.0741,9.8207,5.8442,29.2,33.072,5.3511,0.52815,0.053684,"0.007 inch"
3.6773,9.7444,5.486,28.378,36.269,6.2223,0.55341,0.083117,"0.007 inch"
3.6405,10.362,6.2897,29.066,30.739,5.2614,0.71214,0.16369,"0.007 inch"
4.0045,9.3632,5.3136,25.63,36.604,5.2652,0.55195,0.10651,"0.007 inch"
3.6557,10.023,5.7639,30.749,31.613,4.1897,0.458,0.070821,"0.007 inch"
3.8584,9.625,5.6882,27.549,31.235,4.8925,0.50671,0.062316,"0.007 inch"
4.1313,9.7816,5.8663,27.387,32.584,5.5849,0.51646,0.067035,"0.007 inch"
3.6486,9.7747,5.7474,27.755,34.704,5.3388,0.49454,0.080813,"0.007 inch"
4.4076,9.5887,5.5103,26.063,31.252,5.3626,0.55691,0.053809,"0.007 inch"
3.766,9.808,5.7411,26.049,31.976,5.5818,0.47021,0.068492,"0.007 inch"
4.0783,9.294,5.6625,27.867,35.333,6.3979,0.53529,0.075864,"0.007 inch"
4.082,9.9958,5.8212,27.273,30.909,5.5361,0.42604,0.063021,"0.007 inch"
4.0307,9.1963,5.7098,26.349,34.905,7.1375,0.73043,0.20731,"0.007 inch"
3.9962,9.8881,5.6007,25.442,28.579,5.7189,0.60362,0.11667,"0.007 inch"
3.8761,9.9866,5.8357,28.157,36.47,6.3695,0.57437,0.056684,"0.007 inch"
3.7391,10.029,5.9285,27.267,35.005,6.2155,0.47611,0.071606,"0.007 inch"
3.9611,9.0351,5.428,28.125,34.331,5.2129,0.5555,0.076528,"0.007 inch"
3.9658,9.6188,5.5996,25.493,32.025,5.8239,0.52708,0.056337,"0.007 inch"
3.8606,9.7136,5.7728,28.314,32.385,5.4014,0.53435,0.074909,"0.007 inch"
3.8287,9.8044,5.6739,26.501,34.686,5.9861,0.5272,0.049754,"0.007 inch"
3.7501,9.6638,5.844,29.229,34.009,5.5329,0.51236,0.076732,"0.007 inch"
3.8646,9.273,5.8583,26.412,34.517,5.8318,0.52523,0.054082,"0.007 inch"
3.6816,9.7565,5.892,28.951,33.759,4.6177,0.46607,0.067808,"0.007 inch"
4.0686,9.3385,5.4803,27.919,34.511,5.1745,0.51234,0.064305,"0.007 inch"
4.0579,10.446,6.0028,30.367,33.467,4.8162,0.47591,0.058067,"0.007 inch"
3.8402,9.4216,5.9587,29.081,35.501,4.8838,0.50308,0.078443,"0.007 inch"
3.8691,10.091,6.0293,30.555,37.495,4.8629,0.51625,0.092782,"0.007 inch"
3.7081,8.9477,5.5177,28.974,33.359,4.7854,0.63263,0.10893,"0.007 inch"
3.9275,9.5771,5.8241,29.262,35.164,4.9205,0.50751,0.067718,"0.007 inch"
3.61,9.4622,5.4803,28.318,31.902,4.7167,0.53469,0.061912,"0.007 inch"
4.3225,10.055,5.9107,30.257,33.053,5.1374,0.55114,0.071258,"0.007 inch"
3.476,10.178,6.1781,29.283,33.545,5.9992,0.54886,0.091336,"0.007 inch"
3.4326,9.1704,5.8842,28.433,33.545,5.1578,0.49742,0.092915,"0.007 inch"
3.6993,9.6118,5.8529,29.188,33.078,5.1757,0.50227,0.082137,"0.007 inch"
3.3144,9.1913,5.9752,29.603,35.429,5.1765,0.48421,0.059106,"0.007 inch"
4.0824,9.7983,5.8602,27.915,35.638,5.2957,0.49485,0.062851,"0.007 inch"
3.5907,9.3593,5.9251,28.946,32.465,4.9116,0.47753,0.081941,"0.007 inch"
4.1871,10.01,5.8273,28.419,32.802,4.8066,0.53087,0.065743,"0.007 inch"
3.6469,9.4652,5.8308,28.406,30.542,4.3905,0.50468,0.066922,"0.007 inch"
4.0683,9.9369,5.7758,29.283,37.791,5.8732,0.52246,0.067817,"0.007 inch"
3.5466,9.9238,6.0851,29.456,32.505,5.0165,0.53731,0.057053,"0.007 inch"
4.2725,9.6122,5.7776,27.642,32.607,5.5999,0.54222,0.091054,"0.007 inch"
3.4425,9.5532,5.8617,25.649,31.696,5.3556,0.47681,0.066465,"0.007 inch"
3.9293,9.4488,5.6979,28.429,37.12,5.7585,0.53965,0.071675,"0.007 inch"
3.6985,9.3425,5.8274,27.778,34.459,5.7462,0.49882,0.074939,"0.007 inch"
3.6976,9.4759,5.8077,27.192,29.953,5.2053,0.45573,0.06834,"0.007 inch"
4.3441,9.4667,5.6466,27.696,39.571,6.5065,0.53151,0.05131,"0.007 inch"
3.9335,9.9659,6.3188,26.356,32.764,5.2673,0.4976,0.06551,"0.007 inch"
4.2907,9.517,5.4736,25.806,35.28,5.8382,0.51662,0.057478,"0.007 inch"
3.9674,9.6703,6.0275,27.778,30.65,5.7308,0.4637,0.060113,"0.007 inch"
3.7784,8.9797,5.5679,27.49,37.638,6.7368,0.56283,0.075376,"0.007 inch"
3.911,10.15,6.2225,27.496,33.511,6.3088,0.45311,0.04077,"0.007 inch"
3.9029,8.9432,5.4647,24.487,31.655,6.0731,0.58896,0.098917,"0.007 inch"
3.9747,9.7844,5.9586,27.32,32.131,5.63,0.47238,0.066708,"0.007 inch"
3.8167,9.2567,5.4465,26.175,29.958,5.4515,0.49297,0.068015,"0.007 inch"
4.0896,10.137,5.8445,27.382,33.735,5.5981,0.52914,0.06722,"0.007 inch"
3.8688,9.341,5.6027,28.379,34.33,6.4543,0.49594,0.066587,"0.007 inch"
3.9633,10.128,5.8984,26.076,34.83,5.849,0.5914,0.073397,"0.007 inch"
3.7231,9.6725,5.3027,27.159,32.877,5.3128,0.60524,0.091133,"0.007 inch"
4.0206,10.155,5.9099,28.551,37.923,6.1063,0.54024,0.059,"0.007 inch"
3.507,9.9839,5.9169,29.199,34.831,6.5243,0.54248,0.10623,"0.007 inch"
4.1256,8.8635,5.5696,25.378,30.418,5.4312,0.53837,0.092559,"0.007 inch"
3.767,10.069,5.6989,29.972,36.113,6.0434,0.48736,0.082863,"0.007 inch"
4.1019,9.0789,5.4032,26.022,32.187,5.9322,0.49276,0.07528,"0.007 inch"
3.6214,10.524,6.0134,27.589,34.329,6.5155,0.48275,0.062874,"0.007 inch"
3.7549,9.2831,5.4367,27.295,33.013,5.9084,0.53434,0.061446,"0.007 inch"
3.7276,10.076,6.1732,29.427,34.433,6.6056,0.47877,0.062141,"0.007 inch"
3.8157,8.7816,5.4795,26.294,30.901,5.3812,0.46626,0.0566,"0.007 inch"
4.6456,10.477,5.8758,28.44,37.481,6.4602,0.49252,0.098089,"0.007 inch"
3.6748,9.4308,5.9553,27.784,36.42,5.8715,0.43064,0.06751,"0.007 inch"
3.5623,9.5209,5.8203,27.314,33.004,5.5715,0.39716,0.068313,"0.007 inch"
3.6363,9.5242,6.0675,27.828,35.979,5.5139,0.37824,0.042332,"0.007 inch"
3.7726,9.3953,5.7341,28.198,36.023,5.5321,0.36389,0.051348,"0.007 inch"
3.5679,10.015,6.0167,25.831,32.043,5.7233,0.3795,0.033054,"0.007 inch"
3.342,9.4416,5.8877,28.524,38.97,6.3563,0.39766,0.058144,"0.007 inch"
3.4422,9.312,6.2269,26.734,33.667,6.268,0.41606,0.054157,"0.007 inch"
3.8552,9.2097,6.1222,28.882,37.55,6.3821,0.3526,0.061512,"0.007 inch"
3.2517,10.007,5.9734,28.105,33.015,5.831,0.38133,0.043688,"0.007 inch"
3.4263,8.5436,5.7224,28.013,34.187,5.3812,0.36498,0.050571,"0.007 inch"
3.4859,10.005,6.0681,28.342,34.511,6.056,0.39992,0.036516,"0.007 inch"
3.3654,10.099,6.4726,26.838,32.485,5.535,0.42695,0.083988,"0.007 inch"
3.4859,9.7943,5.9841,25.822,32.397,5.1917,0.43906,0.067365,"0.007 inch"
3.4451,9.509,6.0231,30.056,33.858,5.4634,0.34331,0.056492,"0.007 inch"
3.4641,9.4746,5.957,26.781,35.631,5.4128,0.44514,0.067608,"0.007 inch"
3.3817,9.5872,5.9124,28.518,32.794,5.2065,0.35031,0.077627,"0.007 inch"
3.3134,9.6491,6.0887,28.144,35.634,6.1805,0.41136,0.060729,"0.007 inch"
3.5083,9.4233,5.6076,25.567,31.169,5.1271,0.43555,0.093962,"0.007 inch"
3.5462,10.293,6.0223,28.018,35.726,5.6587,0.42998,0.061091,"0.007 inch"
3.3295,9.5762,5.989,26.955,31.992,4.5402,0.35811,0.062274,"0.007 inch"
3.6353,9.4612,5.6995,28.63,34.839,5.4948,0.47033,0.055946,"0.007 inch"
3.6298,9.6254,5.9494,26.475,31.323,5.0698,0.39953,0.070164,"0.007 inch"
3.4508,9.0912,5.6784,27.451,32.046,5.4776,0.38922,0.053145,"0.007 inch"
3.4839,9.2997,5.9261,27.143,36.292,5.7489,0.34592,0.055133,"0.007 inch"
3.3348,9.9417,5.995,27.048,31.992,5.3155,0.37229,0.05672,"0.007 inch"
3.7447,9.749,5.9756,27.664,36.123,6.3675,0.38887,0.057518,"0.007 inch"
3.183,9.3139,6.1208,27.552,35.696,6.2574,0.37456,0.061988,"0.007 inch"
3.8108,9.2151,5.9638,26.666,38.21,6.6335,0.41654,0.061197,"0.007 inch"
3.5005,9.6817,6.1057,28.195,31.667,5.2381,0.38463,0.056356,"0.007 inch"
3.8802,9.6162,5.9322,26.821,35.065,6.0785,0.35319,0.052305,"0.007 inch"
2.9937,9.6878,6.1267,27.32,34.794,5.2253,0.37724,0.046589,"0.007 inch"
3.6437,9.8373,6.1223,27.054,37.023,6.5888,0.40527,0.05819,"0.007 inch"
3.5552,9.278,6.0144,26.776,32.801,5.8976,0.37581,0.052637,"0.007 inch"
3.6219,9.6238,5.7789,27.103,36.703,6.1637,0.38989,0.06055,"0.007 inch"
3.2836,9.2378,6.0761,28.524,35.596,6.0275,0.41718,0.075291,"0.007 inch"
3.742,9.4422,5.6647,25.454,34.744,5.786,0.34474,0.05943,"0.007 inch"
3.363,9.5968,6.0556,28.417,32.675,5.2159,0.34639,0.047815,"0.007 inch"
3.1661,9.6202,6.1989,25.979,34.056,5.4825,0.41864,0.061741,"0.007 inch"
3.155,9.1497,5.8544,29.501,37.438,5.6729,0.39731,0.060297,"0.007 inch"
3.8085,9.7636,6.1796,29.035,39.147,6.8576,0.40305,0.060399,"0.007 inch"
3.1316,9.0783,5.6548,26.075,31.617,5.2525,0.39815,0.064031,"0.007 inch"
3.6037,9.7512,6.1505,26.784,34.718,6.6788,0.42257,0.058553,"0.007 inch"
3.4542,9.576,6.5846,27.672,33.372,6.1061,0.48303,0.081236,"0.007 inch"
3.4434,9.4242,6.007,26.847,36.533,7.0716,0.43693,0.081395,"0.007 inch"
3.2254,9.6158,6.1009,27.54,32.321,5.8961,0.4035,0.062586,"0.007 inch"
3.523,9.0498,5.6773,26.779,30.554,5.167,0.38243,0.056276,"0.007 inch"
3.4521,10.03,6.0931,26.941,33.92,5.8094,0.40551,0.079072,"0.007 inch"
3.566,9.4497,5.8287,25.514,33.412,5.2324,0.39975,0.057973,"0.007 inch"
3.3414,9.169,5.9904,27.201,35.821,5.9116,0.40214,0.062625,"0.007 inch"
3.4121,9.6602,5.9311,28.026,34.585,6.1311,0.36767,0.054643,"0.007 inch"
3.5612,9.8184,6.1725,26.813,38.928,6.8239,0.38199,0.04874,"0.007 inch"
3.5768,9.3638,6.0444,27.758,35.39,6.3,0.36994,0.049441,"0.007 inch"
3.6846,10.319,6.3114,26.269,31.99,5.9534,0.40827,0.063292,"0.007 inch"
3.7208,8.9503,5.9024,27.608,33.833,5.5598,0.37084,0.047264,"0.007 inch"
3.4865,9.8626,6.2365,28.032,38.461,6.0714,0.45213,0.084474,"0.007 inch"
3.2012,8.7223,5.6289,26.654,34.879,6.0474,0.50108,0.14293,"0.007 inch"
3.5197,10.135,6.3857,26.349,35.083,6.0111,0.49049,0.11035,"0.007 inch"
3.8482,9.4574,5.812,26.674,35.313,6.4499,0.41912,0.054057,"0.007 inch"
3.7722,10.247,6.3751,26.128,33.609,6.4344,0.39623,0.055121,"0.007 inch"
3.4074,9.1766,5.9947,26.464,37.043,6.7472,0.38405,0.05188,"0.007 inch"
3.7444,9.9975,6.18,29.068,36.8,7.0386,0.46001,0.10901,"0.007 inch"
3.4224,8.776,5.7195,26.763,34.02,6.3646,0.41835,0.098807,"0.007 inch"
3.4103,10.271,6.3353,29.623,37.408,7.0328,0.44066,0.069743,"0.007 inch"
3.9221,9.6125,6.282,25.185,32.809,6.1932,0.38199,0.07191,"0.007 inch"
3.7637,9.5709,5.6763,28.123,39.093,6.701,0.41619,0.061012,"0.007 inch"
3.5189,10.57,6.4672,27.266,36.866,6.1642,0.428,0.071526,"0.007 inch"
3.4754,8.9357,5.5814,26.688,35.017,6.4667,0.36457,0.046451,"0.007 inch"
3.6908,9.7684,6.1613,29.915,37.307,6.4473,0.41799,0.063722,"0.007 inch"
3.7855,9.3813,6.1826,26.363,34.714,6.586,0.41507,0.070311,"0.007 inch"
3.3281,10.012,5.9974,28.169,37.968,6.3161,0.36012,0.059924,"0.007 inch"
3.303,9.1302,6.0519,27.304,32.251,6.0322,0.40032,0.091919,"0.007 inch"
3.5999,9.6938,5.8424,27.024,34.476,5.6751,0.38532,0.058619,"0.007 inch"
3.3027,9.3165,5.8619,29.696,35.808,6.2107,0.39314,0.047627,"0.007 inch"
3.1419,10.255,6.3042,26.552,32.935,5.7614,0.4013,0.057909,"0.007 inch"
3.7368,9.0459,5.5944,27.829,32.129,5.5817,0.43398,0.067636,"0.007 inch"
3.4062,10.072,6.2878,27.646,37.673,5.518,0.39524,0.059786,"0.007 inch"
3.0326,8.9616,5.8096,27.845,33.418,6.1197,0.43621,0.071491,"0.007 inch"
3.398,10.157,6.141,27.926,38.379,6.3197,0.36045,0.051816,"0.007 inch"
3.4087,8.8148,5.6548,27.13,30.674,5.4473,0.38483,0.059881,"0.007 inch"
3.2266,10.443,6.0143,27.931,37.608,5.9815,0.40664,0.05223,"0.007 inch"
3.3883,9.2879,5.8662,27.749,32.726,5.8594,0.36894,0.051899,"0.007 inch"
3.2561,9.8497,6.1447,26.909,34.285,5.7565,0.39223,0.061071,"0.007 inch"
3.442,8.8747,6.0068,27.588,32.593,5.1404,0.3808,0.05617,"0.007 inch"
3.4997,9.8183,5.9582,29.667,37.221,5.8494,0.39605,0.066944,"0.007 inch"
3.0563,9.2419,5.6396,25.487,29.784,4.9478,0.36572,0.05634,"0.007 inch"
3.6789,10.155,6.1316,30.152,37.58,5.821,0.42029,0.066417,"0.007 inch"
3.4878,9.3879,6.0587,26.882,30.838,5.2267,0.55516,0.25924,"0.007 inch"
3.2104,9.6039,5.8599,28.261,38.644,6.6968,0.56988,0.15467,"0.007 inch"
3.782,10.177,6.1317,28.69,32.104,5.7353,0.42088,0.07122,"0.007 inch"
3.5486,8.784,5.6582,26.078,31.963,5.3685,0.39987,0.060524,"0.007 inch"
3.478,9.7237,5.9217,28.622,33.731,5.4046,0.35428,0.052726,"0.007 inch"
3.7908,10.106,6.3375,28.12,38.444,6.5848,0.4263,0.058671,"0.007 inch"
3.5502,9.5542,6.017,26.519,33.294,6.0233,0.34091,0.052006,"0.007 inch"
3.4072,10.262,6.1773,29.508,35.611,6.3589,0.44381,0.071653,"0.007 inch"
3.9278,9.0576,5.8469,25.903,30.684,5.5779,0.37916,0.049986,"0.007 inch"
3.4315,9.9127,5.8063,30.493,35.547,6.4865,0.40121,0.0646,"0.007 inch"
3.7105,9.5907,6.1711,25.92,33.963,6.3517,0.41999,0.056701,"0.007 inch"
3.6229,9.7945,5.7719,29.025,35.241,5.7127,0.35288,0.06136,"0.007 inch"
3.3786,10.018,6.0466,27.035,34.765,5.8574,0.34128,0.044032,"0.007 inch"
3.4631,9.4753,5.6464,28.638,32.031,4.7308,0.3902,0.057561,"0.007 inch"
3.4655,9.2942,5.7735,27.464,36.91,6.4888,0.39481,0.051849,"0.007 inch"
3.3652,10.443,6.1643,29.093,35.104,5.4644,0.45559,0.099719,"0.007 inch"
3.3422,9.0915,5.9284,27.258,36.639,6.2056,0.39065,0.055106,"0.007 inch"
3.7087,9.9756,6.2413,26.884,31.809,6.2216,0.38054,0.052777,"0.007 inch"
3.2548,9.843,6.0184,27.379,38.141,6.8382,0.38732,0.049983,"0.007 inch"
3.2661,10.037,6.1251,28.164,32.487,5.5013,0.38828,0.060993,"0.007 inch"
3.5286,9.8046,6.0333,27.823,39.399,7.7518,0.36863,0.070014,"0.007 inch"
3.5352,10.002,6.2135,26.592,32.416,6.3658,0.45975,0.095191,"0.007 inch"
3.4894,9.7878,5.907,29.231,40.386,6.7418,0.46633,0.10767,"0.007 inch"
3.2124,9.6984,6.0859,29.528,33.047,5.8443,0.35313,0.042606,"0.007 inch"
3.4608,9.4227,5.8711,25.685,37.086,6.0865,0.41578,0.057805,"0.007 inch"
3.673,9.7791,5.9382,28.62,33.472,6.1098,0.37025,0.059539,"0.007 inch"
3.2147,9.9344,6.3625,26.847,36.581,5.9777,0.4045,0.061618,"0.007 inch"
3.6205,9.204,5.8021,28.855,35.847,6.0122,0.33751,0.051704,"0.007 inch"
3.6141,10.044,6.1545,28.786,36.54,6.4469,0.45829,0.062747,"0.007 inch"
3.2834,8.9433,5.4968,26.758,32.936,5.1576,0.40363,0.074121,"0.007 inch"
